CODE,Title,year,Word,count
AZ,South Mountain Community College                                ,2008,Wounded,1
AZ,Mesa                                                            ,2015,Wounded,1
AZ,Northern Arizona University at Flagstaff Campus                 ,2015,Wounded,1
CA,Los Angeles Computer Learning Center                            ,1976,Wounded,1
CA,49th Street Elementary School                                   ,1984,Wounded,1
CA,Dana Point Post Office                                          ,1993,Wounded,1
CA,Caltrans Maintenance Yard                                       ,1997,Wounded,1
CA,Riverside City Hall                                             ,1998,Wounded,1
CA,Santana High School                                             ,2001,Wounded,1
CA,"Covina, California                                              ",2008,Wounded,1
CA,Santa Monica College                                            ,2013,Wounded,1
CA,Los Angeles International Airport (LAX)                         ,2013,Wounded,1
CA,San Francisco Tenderloin                                        ,2014,Wounded,1
FL,Fort Lauderdale City Parks Office                               ,1996,Wounded,1
FL,Panama City Beach                                               ,2015,Wounded,1
FL,"Plantation, Florida                                             ",2016,Wounded,1
GA,Heritage High School                                            ,1999,Wounded,1
GA,Offices of All-Tech Investment Group and Momentum Securities    ,1999,Wounded,1
GA,Kennesaw FedEx                                                  ,2014,Wounded,1
GA,Conyers                                                         ,2015,Wounded,1
GA,Clarkesville                                                    ,2015,Wounded,1
GA,Douglasville                                                    ,2015,Wounded,1
IA,University of Iowa                                              ,1991,Wounded,1
IL,Clara Barton Elementary School                                  ,1974,Wounded,1
IL,Comet Auto Parts and Montefiore School                          ,1988,Wounded,1
IL,Northern Illinois University                                    ,2008,Wounded,1
IL,River Forest                                                    ,2015,Wounded,2
IL,Club Maxey's                                                    ,2015,Wounded,1
KS,"Hesston, Kansas                                                 ",2016,Wounded,1
KY,Atlantis Plastics                                               ,2008,Wounded,1
MA,Simon's Rock College of Bard                                    ,1992,Wounded,1
MA,"Chelsea, Massachusetts                                          ",2016,Wounded,1
MA,"Chelsea, MA empty apartment party shooting                      ",2016,Wounded,1
MI,Royal Oak Post Office                                           ,1991,Wounded,1
MI,Dearborn Post Office                                            ,1993,Wounded,1
MN,Red Lake High School                                            ,2005,Wounded,1
MS,"Iuka, Mississippi                                               ",2016,Wounded,1
MT,Fergus County High School                                       ,1986,Wounded,1
NC,Pinelake Health and Rehab nursing home                          ,2009,Wounded,1
NE,Westroads Mall                                                  ,2007,Wounded,1
NJ,Montclair Post Office                                           ,1995,Wounded,1
NJ,Annual motorcycle event in Newark                               ,2015,Wounded,1
NV,Carson City IHOP                                                ,2011,Wounded,1
NY,New York Technical College                                      ,1986,Wounded,1
OH,Wickliffe Middle School                                         ,1994,Wounded,1
OH,Damageplan show at the Alrosa Villa Nightclub                   ,2004,Wounded,1
OH,"Columbus, Ohio                                                  ",2015,Wounded,1
OK,"Post office in Edmond, Oklahoma                                 ",1986,Wounded,1
